CO_NCM,CO_UNID,CO_SH6,CO_PPE,CO_PPI,CO_FAT_AGREG,CO_CUCI_ITEM,CO_CGCE_N3,CO_SIIT,CO_ISIC_CLASSE,CO_EXP_SUBSET,NO_NCM_POR,NO_NCM_ESP,NO_NCM_ING
84073110,11,840731,3193,3193,03,71321,280,2000,2910,1006,"Motores de explosão, para veículos do capítulo 87, de cilindrada não superior a 50 cm3, monocilíndricos","Motores de explosión, p/vehíc.del c.87, hasta 50cm3, monoc","Combust.engin., f/vehic.of ca.87, n/exc.50cm3, single cyl."
84073190,11,840731,3193,3193,03,71321,280,2000,2910,1006,"Outros motores de explosão para veículos do capítulo 87, de cilindrada não superior a 50 cm3","Los dem.motores de explos.p/vehíc.del c.87, hasta 50cm3","Oth.combustion engin.f/vehic.of c.87, n/exc.50cm3"
84073200,11,840732,3193,3193,03,71321,280,2000,2910,1006,"Motores de explosão, para veículos do capítulo 87, de cilindrada superior a 50 cm3, mas não superior a 250 cm3","Motores de explos.p/vehíc.del c.87, >50cm3 pero<=250cm3","Combustion engin.f/vehic.of c.87, ex>50cm3 n/exc<=250cm3"
84073310,11,840733,3193,3193,03,71321,280,2000,2910,1006,"Motores de explosão, para veículos do capítulo 87, ee cilindrada superior a 250 cm3, mas não superior a 1.000 cm3. monocilíndiros","Motores de explos.p/vehíc.del c.87, 250<cm3<=1000, monoc.","Combust.engin.f/vehic.of c.87, 250<cm3<=1000, single cyl."
84073390,11,840733,3193,3193,03,71321,280,2000,2910,1006,"Outros motores de explosão, para veículos do capítulo 87, de cilindrada superior a 250 cm3, mas não superior a 1.000 cm3","Los dem.motores de explos.p/vehíc.cap.87,  250<cm3<=1000","Oth.combust.engines, f/vehic.of cap.87, 250<cm3<=1000"
85258912,11,852589,,,03,76484,110,,2630,,"Outras câmeras de televisão com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux","Otras cámaras de televisión que incorporan un sensor de imagen semiconductor de tipo CCD con más de 490 x 580 elementos de imagen activos (píxeles), sensible a intensidades de luz inferiores a 0,20 lux ","Other television cameras with a CCD-type semiconductor image sensor with more than 490 x 580 active picture elements (pixels), sensitive to light intensities of less than 0.20 lux "
85258919,11,852589,,,03,76484,110,,2630,,Outras câmeras de televisão,Otras cámaras de televisión,Other television cameras
85258922,11,852589,,,03,76484,110,,2630,,"Outras câmeras fotográficas digitais e câmeras de vídeo, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons)","Otras cámaras digitales y videocámaras, capaces de captar imágenes únicamente en el espectro infrarrojo de longitud de onda igual o superior a 2 micrómetros (micras), pero sin exceder de 14 micrómetros (micras)","Other digital cameras and video cameras, capable of capturing images solely in the infrared spectrum of a wavelength equal to or larger than 2 micrometers (microns), but not exceeding 14 micrometers (microns)"
85258929,11,852589,,,03,76484,311,,2630,,Outras câmeras fotográficas digitais e câmeras de vídeo,Otras cámaras fotográficas y videocámaras digitales,Other digital still cameras and video cameras
85284200,11,852842,,,03,7613,110,,2620,,Monitores com tubo de raios catódicos capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina,Monitores de tubo de rayos catódicos que pueden conectarse directamente a una máquina automática de tratamiento o procesamiento de datos de la partida 84.71 y que están diseñados para utilizarse con dicha máquina,Cathode ray tube monitors capable of direct connection to an automatic data processing machine of heading 84.71 and designed for use with such a machine
38248290,10,382482,3990,3639,03,59899,240,2000,2029,1499,"Outras mercadorias mencionadas na Nota de subposições 3 do presente Capítulo que contenham polibromobifenilas (PBB), policloroterfenilas (PCT) ou policlorobifenilas (PCB)","Otros productos que contengan polibromobifenilos (PBB), policloroterfenilos (PCT) o policlorobifenilos (PCB)","Other goods containing polybromobiphenyls (PBB), polychloroterphenyls (PCT) or polychlorobiphenyls (PCBs)"
44188300,10,441883,,,03,63539,240,,1622,,"Vigas em I, de madeira","Vigas en I, de madera","I-beams, of wood"
84621100,11,846211,,,03,73311,110,,2822,,Máquinas para forjamento em matriz fechada,Máquinas de forja de matriz cerrada ,Closed die forging machines 
39072100,10,390721,,,03,57419,240,,2013,,Metilfosfonato de bis(polioxietileno),Metilfosfonato de bis(polioxietileno),Bis(polyoxyethylene) methylphosphonate
29394520,10,293945,,,03,54144,240,,2100,,Metanfetamina e seus sais,Metanfetamina y sus sales,Methamphetamine and its salts
15132911,10,151329,3990,3453,03,42249,220,4000,1040,8099,Outros óleos de amêndoa de palma (palmiste) (coconote) de coco mbocaya (Acrocomia totai),Otros aceites de palma (palma) (coconote) coco mbocaya (Acrocomia totai),"
Other palm (palm kernel) (coconote) coconut mbocaya (Acrocomia totai) oils"
29315911,10,293159,,,03,5155,240,,2011,,Ácido clodrônico e seu sal dissódico,Ácido clodrónico y su sal disódica,Chlodronic acid and its disodium salt
44124100,16,441241,,,03,63432,240,,1621,,"Madeira microlaminada (microlamelada) colada (LVL), com, pelo menos, uma camada exterior de madeira tropical",Madera microlaminada encolada (LVL) con al menos una capa exterior de madera tropical,"Glued laminated (micro-laminated) timber (LVL), with at least one outer ply of tropical wood"
85176231,11,851762,3381,3360,03,76412,110,1000,2630,1103,"Centrais automáticas para comutação por pacote com velocidade de tronco superior a 72 kbits/s e de comutação superior a 3.600 pacotes por segundo, sem multiplexação determinística",Centr.autom.commut.paquet.veloc.tronco>72kbits/s,Commut.auto.centr. of pack. trunk speed>72kbits/s
85176232,11,851762,3381,3360,03,76412,110,1000,2630,1103,Outras centrais automáticas para comutação por pacote,Otras centrais autom. commutación p/paquetes,Other commut. aut. centr. for packages
85176233,11,851762,3381,3360,03,76412,110,1000,2630,1103,Centrais automáticas de sistema troncalizado (trunking),Centrales autom. de sistema de tronco,Automatics central of trunk system
85176239,11,851762,3381,3360,03,76412,110,1000,2630,1103,Outros aparelhos de comutação para telefonia e telegrafia,Otros apar.commutación p/telefon./telegraf.,Other commut. appar./equip. for teleph./telegraph.
85176241,11,851762,3381,3381,03,76412,110,1000,2630,1103,"Roteadores digitais, em redes com ou sem fio, com capacidade de conexão sem fio",Ruteadores digitales c/ capacid de conexión inalámbrico,Digital routers with capac.by wireless connection
85176248,11,851762,3381,3381,03,76412,110,1000,2630,1103,"Outros roteadores digitais, em redes com ou sem fio, com velocidade de interface serial de pelo menos 4 Mbits/s, próprios para interconexão de redes locais com protocolos distintos",Ruteadores digitales c/vel.interf.serial 4mbits/seg,Digital routers with serial interface speed 4mbits/sec
85176249,11,851762,3381,3381,03,76412,110,1000,2630,1103,Outros roteadores digitais,Otros ruteadores digitales,Other digital routers
85176251,11,851762,3381,3413,03,76412,110,1000,2630,1103,Terminais ou repetidores sobre linhas metálicas,Equip. de term./repet.en línea de metal,Equip.of term./ repeat. in metalic lines
85176252,11,851762,3381,3413,03,76412,110,1000,2630,1103,"Terminais sobre linhas de fibras ópticas, com velocidade de transmissão superior a 2,5 Gbits/s","Equip.de term./repet.fibra optica vel>2,5gbits/s","Equip. of term./repeat.optic fiber with speed>2,5gbits/s"
85284120,11,852841,3145,3145,03,7613,110,1000,2620,0902,"Monitores com tubo de raios catódicos, dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71, policromáticos","Unid. de salida p/video, c/ tubo de rayos catód. policr.","Output unit for video, with policr. crt (cathode ray tube)"
85284910,11,852849,3381,3381,03,7613,311,1000,2620,1103,"Monitores com tubo de raios catódicos, monocromáticos",Monitores c/ tubo de rayos catód.monocr.,Monitors with monocr. crt (cathode ray tube)
85284921,11,852849,3381,3381,03,7613,311,1000,2620,1103,"Monitores de vídeo, policromáticos, com dispositivos de seleção de varredura (underscanning) e de retardo de sincronismo horizontal e vertical (H/V delay ou pulse cross)","Videomonitores, en colores, c/ selec.de barredura","Video monitors, colour, with sweep selec."
85284929,11,852849,3381,3381,03,7613,311,1000,2620,1103,"Monitores com tubo de raios catódicos, policromáticos",Monitores c/ tubo de rayos catód.policr.,Monitors with policr. crt (cathode ray tube)
85285110,11,852851,3145,3145,03,7614,110,1000,2620,0902,"Outros monitores, dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71, monocromáticos","Otros monit.utiliz.excl.c/máq.aut.de posi.8471, monocr.","Other monit. used exclusively. with auto. machin. of  84.71 posi., monocr."
85285120,11,852851,3145,3145,03,7614,110,1000,2620,0902,"Outros monitores, dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71, policromáticos","Otros monit.utiliz.excl.c/máq.aut.de posi.8471, policr.","Other monit. used exclusively. with auto. machin. of  84.71 posi., policr."
85285129,11,852851,3145,3145,03,7614,110,1000,2620,0902,"Outras unidades de saída por video, policromáticas","Otras unid.de salida por vídeo, policr.","Other video output unit, policr."
85489000,10,854890,3990,3990,03,77813,270,2000,2790,1199,Partes elétricas de outras máquinas e aparelhos,Partes eléctr.de demás máquinas y aparatos,Parts electric of other machines and apparatus
85489010,10,854890,3990,3990,03,77813,270,2000,2790,1199,Termopares dos tipos utilizados em dispositivos termoelétricos de segurança de aparelhos alimentados a gás,Termopares utiliz.em dispos. termele. de apar. a gas,Thermocouples used in thermoelectric gas devices
85489090,10,854890,3990,3990,03,77813,270,2000,2790,1199,Partes elétricas de outras máquinas e aparelhos,Partes de otras máquinas y aparatos eléctricos,Parts of other electrical machinery and apparatus
86011000,11,860110,3490,3490,03,79111,120,2000,3020,1013,"Locomotivas e locotratores, de fonte externa de eletricidade","Locomotoras y locotractores, de fuente ext.de electric.",Rail locomot.powered from an exter.source of electr.
86012000,11,860120,3490,3490,03,79115,120,2000,3020,1013,"Locomotivas e locotratores, de acumuladores elétricos","Locomotoras y locotractores, de acumuladores eléctricos","Rail locomotives, of electric accumulators"
86021000,11,860210,3490,3490,03,79121,120,2000,3020,1013,Locomotivas diesel-elétricas,Locomotoras diesel-eléctricas,Diesel-electric locomotives
86029000,11,860290,3490,3490,03,79129,120,2000,3020,1013,"Outras locomotivas e locotratores, e tênderes","Las demás locomotoras y locotractores, y ténderes",Other rail locomotives and locomotive tenders
86031000,11,860310,3490,3490,03,7916,120,2000,3020,1013,"Litorinas, mesmo para circulação urbana, exceto as da posição 86.04, de fonte externa de eletricidade","Automotores, de fuente ext.de electricidad","Self-propelled,powered from an exter.source of elec."
86039000,11,860390,3490,3490,03,7916,120,2000,3020,1013,"Outras litorinas, mesmo para circulação urbana, exceto as da posição 86.04",Los demás automotores,Other self-propelled
86040000,11,860400,3490,3490,03,79181,120,2000,3020,1013,Veículos para inspeção/manutenção de vias férreas/semelhantes,Vehículos p/mantenimiento/serv.de vías férreas/simils.,Vehicles f/inspection/maintenance of railway/similar
86040010,11,860400,3490,3490,03,79181,120,2000,3020,1013,"Veículos para inspeção e manutenção de vias férreas ou semelhantes, autopropulsados, equipados com batedores de balastro e alinhadores de vias férreas","Vehícs.autopropuls.p/apison.balastro, alinear v.férreas","Self-propelled vehicles,ballast tampers,railway alig."
90061090,11,900610,3990,3353,03,88111,110,1000,2670,2600,Outras câmeras fotográficas para preparação de clichês/cilindros impressão,Outras cameras fotog p/ prep cliches/cilindros impressa,Outras cameras fotog p/ prep cliches/cilindros impressa
90062000,11,900620,3990,3353,03,88111,311,1000,2670,2600,"Aparelhos fotográficos para registro de documentos em microfilmes, etc","Cám.fotográf.p/registrar docum.en microfilmes, etc","Photog.cameras f/recording documents on microfilm,etc"
90063000,11,900630,3990,3353,03,88111,110,1000,2670,2600,"Câmeras fotográficas especialmente concebidas para fotografia submarina ou aérea, para exame médico de órgãos internos ou para laboratórios de medicina legal ou de investigação judicial","Cámaras especiales p/fotografía submarina, aérea, etc","Phot.cam.designed f/a kind used f/underwater,aerial,etc"
90064000,11,900640,3990,3353,03,88111,311,1000,2670,2600,Câmeras fotográficas para filmes de revelação e copiagem instantâneas,Cámaras fotográficas c/autorrevelado,Instant print photographic cameras
90065100,11,900651,3990,3353,03,88111,311,1000,2670,2600,"Outras câmeras fotográficas, com visor de reflexão através da objetiva (reflex), para filmes em rolos de largura não superior a 35 mm","Cám.fotogr.c/visor reflex.p/películas en rollo, a<=35mm","Phot.cam.with through-the-lens view.f/roll film,w<=35mm"
90065200,11,900652,3990,3353,03,88111,311,1000,2670,2600,"Outros aparelhos fotográficos, para filmes, em rolos, largura < 35 mm","Las dem.cámaras fotográficas, p/pelíc en rollo, a<35mm","Other photographic cameras f/roll film,w<35mm"
85183000,11,851830,3349,3349,03,76424,240,1000,2640,1199,"Fones de ouvido, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes)","Auriculares, incluso combinados con micrófono","Earphones, including with microphones"
85184000,11,851840,3349,3349,03,76425,240,1000,2640,1199,Amplificadores elétricos de audiofrequência,Amplificador eléctrico de audiofrecuencia,Audio-frequency electric amplifiers
85185000,11,851850,3349,3349,03,76426,240,1000,2640,1199,Aparelhos elétricos de amplificação de som,Aparatos eléctrico para amplificación de sonido,Electric sound amplifier sets
85189010,10,851890,3349,3349,03,76492,240,1000,2640,1199,Partes de alto-falantes,Partes de altavoces,Parts of loudspeakers
75052290,10,750522,3058,3990,03,68321,240,3000,2420,1599,Outros fios de ligas de níquel,Otros alambres de aleación de níquel,Other nickel alloy wires
85359010,11,853590,3376,3376,03,77249,270,2000,2710,1102,"Comutadores com ampolas a vácuo, sem interrupção de circulação de corrente durante a comutação, para uma corrente nominal igual ou superior a 100 A","Interruptores con interruptores al vacío, sin interrupción de la circulación de corriente durante la conmutación, para una corriente nominal igual o superior a 100 A","Switches with vacuum interrupters, without interruption of current circulation during switching, for a rated current equal to or greater than 100 A"
85359090,11,853590,3376,3376,03,77249,270,2000,2710,1102,"Outros aparelhos para interrupção, etc, de circuitos elétricos, para uma tensão superior a 1.000 V","Los dem.apars.p/interrup., etc.de circuitos eléctr.t>1kv","Oth.appar.f/interruption, etc.of electric circuits t>1kv"
85393111,11,853931,3516,3516,03,77822,321,2000,2740,1109,"Lâmpadas, com reator eletrônico incorporado e base rosca E 14, E 27 ou E 40 que contenham mais de 5 mg de mercúrio por cada invólucro (tubo)","Lámparas, con balasto electrónico incorporado y base de rosca E 14, E 27 o E 40 que contienen más de 5 mg de mercurio por cada carcasa (tubo)","Lamps, with built-in electronic ballast and E 14, E 27 or E 40 thread base containing more than 5 mg of mercury for each casing (tube)"
85393119,11,853931,3516,3516,03,77822,321,2000,2740,1109,"Outras lâmpadas/tubos descarga, fluorescente, de catodo quente","Otras lámparas / tubos de descarga, fluorescentes, de cátodo caliente","Other discharge, fluorescent, hot cathode lamps/tubes"
85393120,11,853931,3516,3516,03,77822,321,2000,2740,1109,Outras lâmpadas,Otras lámparas,Other lamps
85411032,11,854110,3990,3153,03,77631,270,1000,2610,1199,"Outros diodos montados, próprios para montagem por inserção (PHP -Pin Through Hole), de intensidade de corrente inferior ou igual a 3 A","Los demás diodos montados, aptos para montaje de inserción (PHP -Pin Through Hole), de intensidad de corriente inferior o igual a 3 A","Other diodes mounted, fit for insert mounting (PHP -Pin Through Hole), with current intensity less than or equal to 3 A"
95089022,10,950890,3070,3070,03,8946,110,2000,2829,8099,"Carrosséis, mesmo dotados de dispositivo de elevação, de diâmetro inferior a 16 m","Tiovivos, incluso dotados de dispositivos de elevación, con diámetro inferior a 16 m","Carousels, whether or not fitted with a lifting device, of a diameter of less than 16 m"
95089023,10,950890,3070,3070,03,8946,110,2000,2829,8099,Balanços e recreações giratórias,Columpios y atracciones giratorias,Swings and rotating attractions
93062130,10,930621,3195,3990,03,89122,240,3000,2520,8099,"Outros cartuchos, com um ou mais projéteis de elastômeros","Otros cartuchos, con uno o más proyectiles de elastómero","Other cartridges, with one or more elastomer projectiles"
39233090,10,392330,3167,3167,03,89319,240,3000,2220,1407,"Outros garrafões, garrafas, frascos, artigos semelhantes, de plásticos","Otras bombonas, botellas, frascos, artículos simil.de plásticos","Other carboys, bottles, flasks, similar articles, of plastics"
95089041,10,950890,3070,3070,03,8946,110,2000,2829,8099,Carrinhos de choque (bate-bate),Coches de choque,Bumper cars
85258014,11,852580,3381,3381,03,76484,110,1000,2630,1103,"Câmeras de televisão com sensor de imagem a semicondutor tipo CMOS, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux","Cámaras de televisión con sensor de imagen semiconductor CMOS, con más de 490 x 580 elementos de imagen activos (píxeles), sensibles a intensidades de luz inferiores a 0,20 lux","TV cameras with CMOS-type semiconductor image sensor, with more than 490 x 580 active picture elements (pixels), sensitive to light intensities below 0.20 lux"
54022090,10,540220,3275,3275,03,65162,240,2000,2030,1601,"Outros fios de alta tenacidade, de poliésteres, mesmo texturizados","Otros hilos de alta tenacidad, poliéster, incluso texturado","Other high tenacity yarns, polyester, even textured"
85219000,11,852190,3990,3871,03,76384,311,1000,2640,1199,Outros aparelhos videofônicos de gravação/reprodução,Los dem.aparatos de grabación/reproducción de imag/son.,Other video recording or reproducing apparatus
85414018,11,854140,3990,3842,03,77637,270,1000,2610,1199,Outras células solares não montadas,Otras células solares sin montar,Other solar cells not mounted
85258015,11,852580,3381,3381,03,76484,110,1000,2630,1103,"Outras câmeras de televisão próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons)","Otras cámaras de televisión capaces de capturar imágenes exclusivamente en el espectro infrarrojo con una longitud de onda igual o superior a 2 micrómetros (micrómetros), pero no superior a 14 micrómetros (micrómetros)","Other television cameras capable of capturing images exclusively in the infrared spectrum with a wavelength equal to or greater than 2 micrometers (microns), but not exceeding 14 micrometers (microns)"
90251111,11,902511,3715,3715,03,87455,110,1000,2651,2600,Termômetros clínicos que contenham mercúrio,Termómetros clínicos que contienen mercurio,Clinical thermometers containing mercury
74082913,10,740829,3046,3046,03,68242,240,3000,2420,1599,Outros fios de ligas de cobre-estanho (bronze) fosforosos,Los demás alambres de aleaciones de cobre-estaño(bronce)fosforoso,Other wires of copper-tin base alloys (bronze) phosphor
54022010,10,540220,3275,3275,03,65162,240,2000,2030,1601,"Fios de alta tenacidade, de poliésteres, mesmo texturizados, de copolímero de ácido p-hidroxibenzoico e ácido hidroxinaftoico","Hilos de poliésteres de alta tenacidad, incluso texturados, de copolímero de ácido p-hidroxibenzoico y ácido hidroxinaftoico","High tenacity yarns of polyesters, even textured, of copolymer of p-hydroxybenzoic acid and hydroxynaphthoic acid"
02071210,10,020712,1116,1990,01,01232,324,4000,1010,0503,"Carnes de galos/galinhas, não cortadas em pedaços, congeladas, com miudezas","Carnes de gallo/gallina, s/trocear, congeladas, con despojos","Frozen fowls spec.gallus domest.n/cut in piece, with offal"
02071220,10,020712,1116,1990,01,01232,324,4000,1010,0503,"Carnes de galos/galinhas, não cortadas em pedaços, congeladas, sem miudezas","Carnes de gallo/gallina, s/trocear, congeladas, sin despojos","Frozen fowls spec.gallus domest.n/cut in piece, without offal"
30024111,10,300241,3338,3338,03,54163,240,1000,2100,1406,"Vacina contra a gripe, exceto em doses","Vacuna contra la gripe,  excepto en dosis","Vaccines against flu, except in doses"
55011900,10,550119,,,03,26661,240,,2030,,"Outros cabos de filamentos sintéticos, de náilon ou de outras poliamidas, não classificados em códigos anteriores","Otros cables de filamentos sintéticos de nailon o de otras poliamidas, no comprendidos en los códigos anteriores","Other synthetic filament tow, of nylon or other polyamides, not classified under the previous codes"
88062100,11,880621,,,,7922,110,,2829,,"Veículos aéreos (aeronaves) não tripulados, concebidos unicamente para serem pilotados remotamente, de peso máximo de decolagem não superior a 250 g","Vehículos aéreos no tripulados (aeronaves), diseñados únicamente para el control remoto, con un peso máximo de despegue no superior a 250 g","Unmanned aerial vehicles (aircraft), designed solely for remote control, with a maximum take-off weight of not more than 250 g"
38276200,10,382762,3990,3639,03,59899,240,2000,2029,1499,"Outras misturas que contenham outros hidrofluorcarbonetos (HFC), mas que não contenham clorofluorcarbonetos (CFC) ou hidroclorofluorcarbonetos (HCFC), não mencionadas na subposição acima, que contenham, em massa, 55 % ou mais de pentafluoroetano (HFC-125), mas que não contenham derivados fluorados não saturados dos hidrocarbonetos acíclicos (HFO)","Otras mezclas que contengan otros hidrofluorocarbonos (HFC), pero que no contengan clorofluorocarbonos (CFC) ni hidroclorofluorocarbonos (HCFC), distintas de las especificadas en la subpartida anterior, con un contenido de pentafluoroetano (HFC-125) igual o superior al 55 % en peso, pero que no contengan derivados fluorados insaturados de hidrocarburos acíclicos (HFO)","Other mixtures containing other hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs), other than those specified in the subheading above, containing 55 % by weight or more of pentafluoroethane (HFC-125), but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)"
89033100,11,890331,,,03,79312,313,,3012,,"Barcos a motor, exceto os infláveis, não equipados com motor fora de borda, de comprimento não superior a 7,5 m","Embarcaciones a motor, excepto las neumáticas, sin motor fuera de borda, de eslora inferior o igual a 7,5 m","Motor boats, other than inflatable, not fitted with outboard motor, of a length of not more than 7,5 m"
29314800,10,293148,,,03,5155,240,,2011,,"3,9-Dióxido de 3,9-dimetil-2,4,8,10-tetraoxa-3,9-difosfaspiro[5.5]undecano","3,9-Dióxido de 3,9-dimetil-2,4,8,10-tetraoxa-3,9-difosfaspiro[5.5]undecano","3,9-Dióxido de 3,9-dimetil-2,4,8,10-tetraoxa-3,9-difosfaspiro[5.5]undecano"
87045100,11,870451,,,03,78219,120,,2910,,"Outros veículos automóveis para transporte de mercadorias, equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico, de peso em carga máxima (bruto) não superior a 5 toneladas","Otros vehículos de transporte de mercancías por carretera, equipados para su propulsión tanto con un motor de émbolo de encendido por chispa como con un motor eléctrico, de un peso máximo en carga (bruto) inferior o igual a 5 toneladas","Other goods road transport vehicles, equipped for propulsion with both a spark-ignition internal combustion piston engine and an electric motor, of a maximum laden weight (gross) not exceeding 5 tons"
88062400,11,880624,,,,7922,110,,2829,,"Veículos aéreos (aeronaves) não tripulados, concebidos unicamente para serem pilotados remotamente, de peso máximo de decolagem superior a 25 kg, mas não superior a 150 kg","Vehículos aéreos no tripulados (aeronaves), diseñados únicamente para el control remoto, con un peso máximo de despegue superior a 25 kg, pero no superior a 150 kg","Unmanned aerial vehicles (aircraft), designed solely for remote control, with a maximum take-off weight exceeding 25 kg, but not exceeding 150 kg"
89032300,11,890323,,,03,79312,313,,3012,,"Barcos à vela, exceto os infláveis, mesmo com motor auxiliar de comprimento superior a 24 m","Barcos de vela, excepto los hinchables, con motor auxiliar o no, de más de 24 m de eslora","Sailboats, other than inflatable, whether or not with an auxiliary motor exceeding 24 m in length"
34023990,10,340239,3802,3802,03,55421,240,2000,2023,1499,"Outros agentes orgânicos de superfície aniônicos, mesmo acondicionados para venda a retalho, não classificados em códigos anteriores","Outros tensioactivos aniónicos, incluso acondicionados para la venta al por menor, no clasificados en los códigos anteriores","Other anionic surface-active agents, whether or not put up for retail sale, not classified under previous codes"
34024190,10,340241,3802,3802,03,55421,240,2000,2023,1499,"Outros agentes orgânicos de superfície, catiônicos","Los dem.agentes de superficie orgánicos,  catiónicos","Other organic surface-active agents,  cationic"
34024200,10,340242,3802,3802,03,55421,240,2000,2023,1499,"Agentes orgânicos de superfície, não iônicos","Agentes de superficie orgánicos,  no iónicos","Organic surface-active agents , non-ionic"
34024900,10,340249,3802,3802,03,55421,240,2000,2023,1499,Outros agentes orgânicos de superfície,Los demás agentes de superficie orgánicos,Other organic surface-active agents
34025000,10,340250,3802,3802,03,55422,322,2000,2023,1499,"Preparações tensoativas, para lavagem e limpeza, acondicionadas para venda e retalho","Preparaciones tensoactivas para el lavado y la limpieza, acondicionadas para la venta al por menor","Surface-active preparations, for washing and cleaning, put up for retail sale"
38221300,10,382213,3098,3098,03,54192,240,1000,2100,1406,Reagentes para determinação dos grupos/fatores sanguíneos,Reactivos p/determinación de grupos/factores sanguíneos,Reagents fordetermination of the blood-grouping
38221920,10,382219,,,03,54164,240,,2100,,"Reagentes para determinação de glicose no sangue, sobre suporte em tiras, para uso direto","Reactivos para la determinación de la glucosa en sangre, en base a tiras, para uso directo","Reagents for determining blood glucose, on strip base, for direct use"
94053100,10,940531,,,03,89441,322,,2740,,"Guirlandas elétricas do tipo utilizado em árvores de Natal, concebidas para serem utilizadas unicamente com fontes de luz de diodos emissores de luz (LED)","Conjuntos de iluminación del tipo utilizado para los árboles de Navidad, diseñados para ser utilizados únicamente con fuentes de luz de diodos emisores de luz (LED)","Lighting chains of a kind used for Christmas trees, designed for use solely with light-emitting diode (LED) light sources"
94054100,10,940541,,,03,81315,240,,2740,,"Outras luminárias e aparelhos de iluminação, elétricos, fotovoltaicos, concebidos para serem utilizados unicamente com fontes de luz de diodos emissores de luz (led)","Otras luminarias eléctricas, fotovoltaicas, diseñadas para ser utilizadas exclusivamente con fuentes de luz de diodos emisores de luz (LED)","Other electric, photovoltaic luminaires and lighting fittings, designed for use solely with light emitting diode (LED) light sources"
94054200,10,940542,,,03,81315,240,,2740,,"Outras luminárias e aparelhos de iluminação, elétricos, exceto fotovoltaicos, concebidos para serem utilizados unicamente com fontes de luz de diodos emissores de luz (LED)","Otras luminarias y aparatos de alumbrado eléctricos, excepto los fotovoltaicos, diseñados para ser utilizados exclusivamente con fuentes de luz de diodos emisores de luz (LED)","Other electric luminaires and lighting fittings, other than photovoltaic, designed for use solely with light emitting diode (LED) light sources"
94054900,10,940549,,,03,81315,240,,2740,,"Outras luminárias e aparelhos de iluminação, elétricos, não classificados em códigos anteriores","Otras lámparas eléctricas y accesorios de iluminación, no incluidos en los códigos anteriores","Other electric lamps and lighting fittings, not classified under previous codes"
94056900,10,940569,,,03,8132,240,,2740,,"Outros anúncios, cartazes ou tabuletas e placas indicadoras, luminosos, e artigos semelhantes, não classificados em códigos anteriores","Otros anuncios, letreros luminosos, placas de identificación luminosas y similares, no incluidos en los códigos anteriores","Other illuminated signs, illuminated nameplates, illuminated nameplates and the like, not elsewhere classified in the previous codes"
81124100,10,811241,,,03,68998,240,,2420,,"Rênio em formas brutas; desperdícios e resíduos, e sucata; pós",Renio en bruto; desperdicios y desechos; polvos,Unwrought rhenium; waste and scrap; powders
84401011,11,844010,3990,3385,03,72681,110,2000,2829,0999,"Máquinas e aparelhos de costurar cadernos, com alimentação automática","Máquinas y apars.de coser pliegos, c/aliment.automát.","Book-sewing machines, with automatic feed"
84401019,11,844010,3990,3385,03,72681,110,2000,2829,0999,Outras máquinas e aparelhos de costurar cadernos,Las demás máquinas y aparatos de coser pliegos,Other book-sewing machines
84401020,11,844010,3990,3385,03,72681,110,2000,2829,0999,"Máquinas para fabricar capas de papelão, com dispositivo de colagem e capacidade de produção superior a 60 unidades por minuto","Máqs.p/fabr.tapas papelón, disp.col.cap.prod>60un/min","Mach.f/prod.paperb.covers, gluing dev.prod.cap.>60un/min"
84401090,11,844010,3990,3385,03,72681,110,2000,2829,0999,Outras máquinas e aparelhos para brochura ou encadernação,Las demás máquinas y aparatos para encuadernación,Other book-binding machinery
84409000,10,844090,3990,3385,03,72689,270,2000,2817,0999,Partes de máquinas e aparelhos para brochura ou encadernação,Partes de máquinas y aparatos para encuadernación,Parts of book-binding machinery
84411010,11,844110,3136,3136,03,72521,110,2000,2829,0908,Cortadeiras bobinadoras com velocidade de bobinado superior a 2.000 m/min,"Cortadoras-bobinadoras p/papel, cartón, etc.v>2000m/min","Cutter-reelers f/paper, paperboard, etc.s>2000m/min"
