CO_NCM,CO_UNID,CO_SH6,CO_PPE,CO_PPI,CO_FAT_AGREG,CO_CUCI_ITEM,CO_CGCE_N3,CO_SIIT,CO_ISIC_CLASSE,CO_EXP_SUBSET,NO_NCM_POR,NO_NCM_ESP,NO_NCM_ING
72191100,10,721911,3761,3761,03,67531,240,3000,2410,1506,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a quente, em rolos, de espessura superior a 10 mm","Lamin.aceros inox.caliente, a>=600mm, enrollados, e>10mm","Hot-rolled stainless steel, w>=600mm, rolls, t>10mm"
72191200,10,721912,3761,3761,03,67531,240,3000,2410,1506,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a quente, em rolos, de espessura igual ou superior a 4,75 mm, mas não superior a 10 mm","Lam.aceros inox.caliente, a>=600mm, enrol.4.75mm<=e<=10mm","Hot-rolled stainl.steel, w>=600mm, rolls, 4.75mm<=t<=10mm"
72191300,10,721913,3761,3761,03,67532,240,3000,2410,1506,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a quente, em rolos, de espessura igual ou superior a 3 mm, mas inferior a 4,75 mm","Lam.aceros inox.caliente, a>=600mm, enrol.3mm<=e<4.75mm","Hot-rolled stainl.steel, w>=600mm, rolls, 3mm<=t<4.75mm"
72191400,10,721914,3761,3761,03,67533,240,3000,2410,1506,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a quente, em rolos, de espessura inferior a 3 mm","Lam.aceros inox.caliente, a>=600mm, enrollados, e<3mm","Hot-rolled stainless steel, w>=600mm, rolls, t<3mm"
72192100,10,721921,3761,3761,03,67534,240,3000,2410,1506,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a quente, não enrolados, de espessura superior a 10 mm","Lam.aceros inox.caliente, a>=600mm, s/enrollar, e>10mm","Hot-rolled stainless steel, w>=600mm, n/coils, t>10mm"
35069110,10,350691,3990,3239,03,59229,240,2000,2029,1499,Adesivos à base de borracha,Adhesivos a base de caucho,Adhesives based on rubber
35069120,10,350691,3990,3239,03,59229,240,2000,2029,1499,"Adesivos à base de polímeros das posições 39.01 a 39.13, dispersos ou para dispersar em meio aquoso","Adhesivos a base de plásticos, dispersos, p/dispersar etc","Adhesives based dispersed plastics, fordispersing, etc"
35069190,10,350691,3990,3239,03,59229,240,2000,2029,1499,Outros adesivos à base de plásticos,Los demás adhesivos a base de plásticos,Other adhesives based on plastics
65069100,10,650691,3990,3990,03,84845,321,3000,2219,8099,"Outros chapéus e artefatos de uso semelhante, mesmo guarnecidos, de borracha ou de plástico",Sombreros y demás tocados de caucho o de plástico,Other headgear of rubber or plastic
65069200,10,650692,3990,3990,03,84849,321,4000,1410,8099,Chapéus e outros artefatos de peleteria natural,Sombreros y demás tocados de peletería natural,Other headgear of furskin
65069900,10,650699,3990,3990,03,84849,321,4000,1410,8099,"Outros chapéus e artefatos de uso semelhante, mesmo guarnecidos, de outras matérias","Sombreros y demás tocados de ots.materias, exc.de punto","Other headgear of other materials, exc.mesh"
65070000,10,650700,3990,3990,03,84848,240,4000,1410,8099,"Carneiras, forros, capas, armações, palas e barbicachos, para chapéus e artefatos de uso semelhante","Desudadores, forros, etc.para sombreros y demás tocados","Strips f/interior garrison, linings, etc.f/headgear"
66011000,11,660110,3990,3990,03,89941,321,4000,3290,8099,Guarda-sóis de jardim e artefatos semelhantes,Quitasoles toldo y artículos similares,Garden or similar umbrellas
66019110,11,660191,3990,3990,03,89941,321,4000,3290,8099,"Guarda-chuvas de haste ou cabo telescópico, cobertos de tecido de seda ou de matérias têxteis sintéticas ou artificiais",Paraguas c/astil o mango telescóp.c/tejido seda/etc,Umbrellas of stem/telescop.shaft with silk fabric
66019190,11,660191,3990,3990,03,89941,321,4000,3290,8099,"Outros guarda-chuvas, sombrinhas, de haste ou cabo telescópico","Los demás paraguas, sombrillas, c/astil o mango telescóp.",Other umbrellas of stem/telescopic shaft
66019900,11,660199,3990,3990,03,89941,321,4000,3290,8099,"Outros guarda-chuvas, sombrinhas e guarda-sóis","Los demás paraguas, sombrillas y quitasoles",Other umbrellas and sun umbrellas
66020000,11,660200,3990,3990,03,89942,321,4000,3290,8099,"Bengalas, bengalas-assentos, chicotes, pingalins e artefatos semelhantes","Bastones, bastones asiento, látigos y artículos similares","Walking-sticks, seat-sticks, whips and the like"
66031000,10,660310,3990,3990,03,89949,240,4000,3290,8099,"Punhos, cabos e castões para guarda-chuvas, sombrinhas,  etc.","Puños y pomos p/paraguas, sombrillas, etc.","Handles and knobs f/umbrellas, etc."
66032000,10,660320,3990,3990,03,89949,240,4000,3290,8099,"Armações montadas, mesmo com hastes ou cabos, para guarda-chuvas, sombrinhas ou guarda-sóis","Monturas ensambladas p/paraguas, sombrillas, quitasoles",Umbrella frames
66039000,10,660390,3990,3990,03,89949,240,4000,3290,8099,"Outras partes, guarnições e acessórios para guarda-chuvas, etc.","Las demás partes, guarniciones y acces.p/paraguas, etc","Other parts, trimmings and accessor.f/umbrella, etc"
67010000,10,670100,3990,3990,03,89992,240,4000,3290,8099,"Peles e outras partes de aves, com as suas penas ou penugem, penas, partes de penas, penugem e artefatos destas matérias, exceto os produtos da posição 05.05, bem como os cálamos e outros canos de penas, trabalhados","Pieles/demás partes de aves, c/sus plumas, etc.trabajados","Skins/oth.parts of birds with their feathers, etc.worked"
67021000,10,670210,3990,3990,03,89921,321,4000,3290,8099,"Flores, folhagem e frutos, artificiais, e suas partes; artefatos confeccionados com flores, folhagem e frutos, artificiais, de plástico","Flores, follaje, frutos, artifs.y partes, de plástico","Artific.flowers, foliage, fruit and parts thereof, plastic"
67029000,10,670290,3990,3990,03,89929,321,4000,3290,8099,"Flores, folhagem e frutos, artificiais, e suas partes; artefatos confeccionados com flores, folhagem e frutos, artificiais, de outras matérias","Flores, follaje, frutos, artifs.y partes, de ots.materias","Artific.flowers, foliag.fruit and parts thereof, oth.mat."
67030000,10,670300,3990,3990,03,89994,240,4000,3290,8099,"Cabelos dispostos no mesmo sentido, adelgaçados, branqueados ou preparados de outro modo; lã, pelos e outras matérias têxteis, preparados para a fabricação de perucas ou de artefatos semelhantes","Cabellos, lana y ots.mater.text.prepars.p/fabr.pelucas","Human hair, wool and oth.textile mat.prep.f/wigs produc."
70195210,10,701952,3267,3267,03,6546,240,4000,1312,2700,"Tecidos de fibras de vidro, com um teor de matéria orgânica superior ou igual a 0,075 % e inferior ou igual a 0,3 %, em peso, segundo Norma ANSI/IPC-EG-140, próprios para fabricação de placas para circuitos impressos","Tejidos de fibras de vidrio, p/fabr.placas circuit.eléct","Fabric of glass fibres, f/produc.plates of electric circ"
70195290,10,701952,3267,3267,03,6546,240,4000,1312,2700,"Outros tecidos de fibras de vidro, de largura superior a 30 cm, em ponto de tafetá, com peso inferior a 250 g/m2, de filamentos de título não superior a 136 tex, por fio simples","Ots.tejidos fibras vidrio, a>30cm, lig.tafetán, p<250g/m2","Oth.fabric glass fibres, w>30cm, plain weave, w<250g/m2"
70195900,10,701959,3267,3267,03,6546,240,4000,1312,2700,Outros tecidos de fibras de vidro,Los demás tejidos de fibras de vidrio,Other woven fabric of glass fibres
70199000,10,701990,3267,3267,03,66495,240,3000,2310,2700,Outras fibras de vidro e suas obras,Las demás fibras de vidrio y sus manufacturas,Other glass fibres and articles thereof
70199010,10,701990,3267,3267,03,66495,240,3000,2310,2700,Outras fibras com fios paralelos e superpostos ângulo 90º 3>= d <= 7 fios cm2,Out.fib.c/fios paral.e superp.ang90º 3>=d<=7 fios cm2,Out.fib.c/fios paral.e superp.ang90º 3>=d<=7 fios cm2
70199090,10,701990,3267,3267,03,66495,240,3000,2310,2700,Outras fibras de vidro e suas obras,Outras fibras de vidro e suas obras,Outras fibras de vidro e suas obras
70200000,10,702000,3990,3990,03,66599,240,3000,2310,2700,Outras obras de vidro,Otras manufacturas de vidrio,Other articles of glass
70200010,10,702000,3990,3990,03,66599,240,3000,2310,2700,"Ampolas de vidro para garrafa térmica, outros recipientes isotérmicos","Ampollas de vidrio, p/botellas térmicas, otros recipientes isotérmicos.","Glass inners for vacuum flask, other vaccum vessels"
70200090,10,702000,3990,3990,03,66599,240,3000,2310,2700,Outras obras de vidro não especificadas,Otros artículos de vidrio no indicados,Other articles of glass not stated
71011000,22,710110,3990,3990,03,66711,230,9000,3211,1999,"Pérolas naturais, não montadas, nem engastadas","Perlas naturales, sin montar ni engarzar","Natural pearls, not mounted or set"
71012100,22,710121,3990,3990,03,66712,230,9000,3211,1999,"Pérolas cultivadas, em bruto, não montadas, nem engastadas","Perlas cultivadas, en bruto, sin montar ni engarzar","Pearls, cultured, unworked, n/mounted or set"
71012200,22,710122,3990,3990,03,66713,240,4000,3211,1999,"Pérolas cultivadas, trabalhadas, não montadas, não engastadas","Perlas cultivadas, trabajadas, sin montar ni engarzar","Pearls, cultured, unworked, n/mounted or set"
71021000,19,710210,1275,1990,01,66721,230,9000,3211,1901,"Diamantes, mesmo trabalhados, mas não montados nem engastados, não selecionados","Diamantes sin clasificar, montar ni engarzar","Diamonds, unsorted, unworked, n/mounted or set"
71022100,19,710221,1275,1990,01,27711,230,9000,0899,1901,"Diamantes industriais, em bruto ou simplesmente serrados, clivados ou desbastados","Diamantes industriales, bruto/aserrados, exfoliados, etc","Industrial diamonds, simply sawn or bruted, cleaved, etc."
71022900,19,710229,1275,1990,01,27719,240,4000,0899,1901,"Outros diamantes industriais, não montados, nem engastados","Ots.diamantes industriales, sin montar ni engarzar","Industrial diamonds, n/mounted or set"
30043914,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo corticotropina (ACTH), em doses","Medicamento que contenga acth (corticotrofina), en dosis","Medicament containing acth (corticotrophin), in doses"
30043915,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo gonadotropina sérica (PMSG), em doses","Medicamento q cont.pmsg (gonadotrofina sérica), en dosis","Medicament c/pmsg (serum gonadotrophin), in doses"
30043917,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo buserelina ou seu acetato, em doses","Medicamento que contenga acetato de buserelina, en dosis","Medicament containing buserelin or its acetate, in doses"
30043918,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo triptorelina ou seus sais, em doses","Medicamento qcontenga triptorelina o sus sales, en dosis","Medicament containing triptorelin or its salts, in doses"
30043919,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo leuprolida ou seu acetato, em doses","Medicamento que contenga leuprolide,  en dosis","Medicament containing leuprolide, in doses"
30043921,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo LH-RH (gonadorelina), em doses","Medicamento que contenga lh-rh (gonadorelina), en dosis","Medicament containing lh-rh (gonadorelin), in doses"
30043922,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo oxitocina, em doses","Medicamento que contenga oxitocina, en dosis","Medicament containing oxytocin, in doses"
30043923,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo sais de insulina, em doses","Medicamento que contenga sales de insulina,  en dosis","Medicament containing insulin salts, in doses"
30043924,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo timosinas, em doses","Medicamento que contenga timosinas,  en dosis","Medicament containing timosins, in doses"
30043925,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo calcitonina, em doses","Medicamento que contenga calcitonina,  en dosis","Medicament containing calcitonin, in doses"
30043926,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo octreotida, em doses","Medicamento que contenga octreotida,  en dosis","Medicament containing octreotide, in doses"
30043927,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo goserelina ou seu acetato, em doses","Medicamento q contenga goserelina o su acetato, en dosis","Medicament containing goserelin or its acetate, in doses"
30043916,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo somatostatina ou seus sais, em doses","Medicamento q cont.somatostatina o sus sales,  en dosis","Medicament c/somatostatin or its salts, in doses"
30043928,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo nafarelina ou seu acetato, em doses","Medicamento que cont.nafarelina o su acetato, en dosis","Medicament containing nafarelin or its acetate, in doses"
30043929,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamentos com outros hormônios polipeptídicos, etc, em doses","Medicam.c/demás hormonas polipéptidos, etc.en dosis","Medicament cont.oth.polypeptides hormones, etc.in doses"
30043931,10,300439,3338,3338,03,54229,322,1000,2100,1406,"Medicamento contendo hemissuccinato de estradiol, em doses","Medicamento q cont.hemisuccinato de estradiol,  en dosis","Medicament contain.oestradiol hemisuccinate, in doses"
32099011,10,320990,3855,3855,03,53341,240,2000,2022,1403,"Tintas de politetrafluoretileno, dispersas/dissolvidas em meio aquoso","Pinturas de politetrafluoroetileno, disp/disuelt.acuoso","Paint of polytetrafluoroethylene, disper./dissol.aqueous"
32099019,10,320990,3855,3855,03,53341,240,2000,2022,1403,"Tintas de outros polímeros sintéticos, etc, dispersos/dissolvidos em meio aquoso",Pinturas de ots.polím.sint.etc.dispersos/disuelt.acuoso,"Paint of oth.synt.polymers, etc, dispersed/dissol.aqueous"
32099020,10,320990,3855,3855,03,53341,240,2000,2022,1403,"Vernizes de outros polímeros sintéticos, etc, dispersos/dissolvidos em meio não aquoso",Barnices de ots.polím.sint.etc.dispers/disuelt.acuoso,"Varnishes of oth.synt.polymers, etc, disp./dissol.aqueous"
32100010,10,321000,3855,3855,03,53343,240,2000,2022,1403,"Outras tintas, dos tipos utilizados para acabamento de couros",Las demás pinturas,Other paints
35040090,10,350400,3648,3990,03,59225,240,2000,2029,1499,"Outras matérias proteicas, seus derivados e pó de peles","Las dem.mater.proteínicas, sus deriv.y polvo de pieles","Oth.protein substances, their derivativ.and hide powder"
32089039,10,320890,3855,3855,03,53342,240,2000,2022,1403,"Outras soluções de polímeros sintéticos, etc, dispersos/dissolvidos em meio não aquoso","Las dem.dis.polím.sint.etc, disp/disuelt.medio n/acuoso","Oth.polym.synt.solutions, etc, dispers./dissolv.n/aqueous"
32091010,10,320910,3855,3855,03,53341,240,2000,2022,1403,"Tintas de polímeros acrílicos/vinílicos, dispersos/dissolvidos em meio aquoso",Pinturas de polím.acríl/viníl.disp/disuelt.medio acuoso,"Paint acrylic/vinyl polymers, dispersed/dissol.n/aqueous"
32091020,10,320910,3855,3855,03,53341,240,2000,2022,1403,"Vernizes de polímeros acrílicos/vinílicos, dispersos/dissolvidos em meio aquoso",Barnices de polím.acríl/viníl.dispersos/disuelt.acuoso,Varnishes of acrylic/vinyl.polim.disper./dissol.aqueous
38081021,10,380810,3293,3293,03,5911,240,2000,2021,1499,"Inseticida à base de acefato/""Bacillus thuringiensis""","Insecticida a base de acefato/""bacillus thuringiensis""","Insecticide based on acephate/""bacillus thuringiensis"""
